9827374,538475,833,291550,830025,54.14
9827375,9954074,286,100100,10054174,1.01
9827376,340734,353,123550,464284,36.26
9827377,9963103,5593,1957550,11920653,19.65
9827378,9965243,5636,1972600,11937843,19.79
9827379,9955541,780,273000,10228541,2.74
9827380,9974969,7391,2586850,12561819,25.93
9827381,48074,35,12250,60324,25.48
9827382,9965403,1472,515200,10480603,5.17
9827383,9960935,5621,1967350,11928285,19.75
9827384,9979941,5167,1808450,11788391,18.12
9827385,9988070,7196,2518600,12506670,25.22
9827386,9977808,4009,1403150,11380958,14.06
9827387,2248601,1743,610050,2858651,27.13
9827388,9963780,4765,1667750,11631530,16.74
9827389,9976109,5399,1889650,11865759,18.94
9827390,9973802,7599,2659650,12633452,26.67
9827391,9971401,5205,1821750,11793151,18.27
9827392,9964883,1054,368900,10333783,3.70
9827393,9969254,1605,561750,10531004,5.63
9827394,9968156,2099,734650,10702806,7.37
9827395,9973334,1157,404950,10378284,4.06
9827396,9982204,2836,992600,10974804,9.94
9827397,9984783,5779,2022650,12007433,20.26
9827398,9983998,4565,1597750,11581748,16.00
9827399,6057873,3854,1348900,7406773,22.27
9827400,421393,433,151550,572943,35.96
9827401,9977905,7361,2576350,12554255,25.82
9827402,9994529,5788,2025800,12020329,20.27
9827403,9995000,6943,2430050,12425050,24.31
9827404,9983730,1438,503300,10487030,5.04
9827405,9990709,774,270900,10261609,2.71
9827406,9984844,2748,961800,10946644,9.63
9827407,9995699,1396,488600,10484299,4.89
9827408,9996325,4621,1617350,11613675,16.18
9827409,9993324,715,250250,10243574,2.50
9827410,9988930,2643,925050,10913980,9.26
9827411,4475825,1315,460250,4936075,10.28
9827412,9479008,896,313600,9792608,3.31
9827413,9970261,2117,740950,10711211,7.43
9827414,9959544,2883,1009050,10968594,10.13
9827415,1339267,466,163100,1502367,12.18
9827416,9966115,3885,1359750,11325865,13.64
9827417,9973613,2948,1031800,11005413,10.35
9827418,9978909,4906,1717100,11696009,17.21
9827419,9986192,7606,2662100,12648292,26.66
9827420,9976080,4826,1689100,11665180,16.93
9827421,9978761,5094,1782900,11761661,17.87
9827422,9973189,3646,1276100,11249289,12.80
9827423,9973751,3832,1341200,11314951,13.45
9827424,9977996,4535,1587250,11565246,15.91
9827425,997373,171,59850,1057223,6.00
9827426,9994053,5416,1895600,11889653,18.97
9827427,9981428,6764,2367400,12348828,23.72
9827428,9979664,7556,2644600,12624264,26.50
9827429,9984872,4976,1741600,11726472,17.44
9827430,9985233,2022,707700,10692933,7.09
9827431,9990507,4984,1744400,11734907,17.46
9827432,9993741,7034,2461900,12455641,24.63
9827433,9979601,9035,3162250,13141851,31.69
9827434,9985038,847,296450,10281488,2.97
9827435,9991114,5523,1933050,11924164,19.35
9827436,9998581,854,298900,10297481,2.99
9827437,9989530,2075,726250,10715780,7.27
9827438,9987305,1852,648200,10635505,6.49
9827439,4646588,2055,719250,5365838,15.48
9827440,9822062,6265,2192750,12014812,22.32
9827441,9979579,6565,2297750,12277329,23.02
9827442,9905563,3857,1349950,11255513,13.63
9827443,9969619,5633,1971550,11941169,19.78
9827444,9982619,2254,788900,10771519,7.90
9827447,9882751,3149,1102150,10984901,11.15
9827448,9956384,5051,1767850,11724234,17.76
9827449,9966672,4768,1668800,11635472,16.74
9827450,9982048,5120,1792000,11774048,17.95
9827451,9981767,4766,1668100,11649867,16.71
9827452,2427073,1489,521150,2948223,21.47
9827453,9957911,4777,1671950,11629861,16.79
9827454,9967261,4880,1708000,11675261,17.14
9827455,9980939,5615,1965250,11946189,19.69
9827456,9993188,4800,1680000,11673188,16.81
9827457,9987257,3233,1131550,11118807,11.33
9827458,9981894,4191,1466850,11448744,14.70
9827459,9975361,7344,2570400,12545761,25.77
9827461,7640217,2186,765100,8405317,10.01
9827462,9976374,7915,2770250,12746624,27.77
9827463,9976049,6084,2129400,12105449,21.35
9827464,9987899,7584,2654400,12642299,26.58
9827465,9991182,5390,1886500,11877682,18.88
9827466,9842658,6491,2271850,12114508,23.08
9827467,9997133,5379,1882650,11879783,18.83
9827468,766657,68,23800,790457,3.10
9827469,9969103,6681,2338350,12307453,23.46
9827470,2093870,525,183750,2277620,8.78
9827472,9963766,3938,1378300,11342066,13.83
9827473,9966282,8068,2823800,12790082,28.33
9827474,9984009,1892,662200,10646209,6.63
9827475,9990979,1759,615650,10606629,6.16
9827476,9971223,1308,457800,10429023,4.59
9827477,9974380,2388,835800,10810180,8.38
9827478,9999169,2575,901250,10900419,9.01
9827479,7674350,3591,1256850,8931200,16.38
9827480,9991470,6104,2136400,12127870,21.38
9827481,9989128,4067,1423450,11412578,14.25
9827482,9401573,1198,419300,9820873,4.46
9827483,9994327,2776,971600,10965927,9.72
9827484,9989439,3507,1227450,11216889,12.29
9827485,9364595,5338,1868300,11232895,19.95
9827486,9988154,6222,2177700,12165854,21.80
9827487,9986849,6433,2251550,12238399,22.55
9827488,3755759,2032,711200,4466959,18.94
9827489,9971965,4278,1497300,11469265,15.02
9827490,3352209,3188,1115800,4468009,33.29
9827491,9962974,6400,2240000,12202974,22.48
9827492,3473716,1966,688100,4161816,19.81
9827493,3301384,1602,560700,3862084,16.98
9827494,9929289,561,196350,10125639,1.98
9827495,9915987,3735,1307250,11223237,13.18
9827496,9916239,1935,677250,10593489,6.83
9827497,9921698,3519,1231650,11153348,12.41
9827498,9918598,4311,1508850,11427448,15.21
9827499,4782612,137,47950,4830562,1.00
9827500,9920486,2643,925050,10845536,9.32
9827501,9940053,2253,788550,10728603,7.93
9827503,9939358,1292,452200,10391558,4.55
9827504,9811020,5871,2054850,11865870,20.94
9827505,9930176,2166,758100,10688276,7.63
9827506,9949020,2879,1007650,10956670,10.13
9827507,9957126,3804,1331400,11288526,13.37
9827508,9926654,7104,2486400,12413054,25.05
9827509,9940144,3583,1254050,11194194,12.62
9827510,9952399,4897,1713950,11666349,17.22
9827511,9956126,5343,1870050,11826176,18.78
9827512,166813,231,80850,247663,48.47
9827513,9966857,3749,1312150,11279007,13.17
9827514,9953393,5385,1884750,11838143,18.94
9827515,9984406,7260,2541000,12525406,25.45
9827516,9987050,5874,2055900,12042950,20.59
9827517,9978682,1726,604100,10582782,6.05
9827518,9992714,5815,2035250,12027964,20.37
9827519,3823038,2780,973000,4796038,25.45
9827520,9965204,2257,789950,10755154,7.93
9827521,9965704,884,309400,10275104,3.10
9827522,9992149,4071,1424850,11416999,14.26
9827523,8948490,6118,2141300,11089790,23.93
9827524,9931183,4582,1603700,11534883,16.15
9827525,9986675,6242,2184700,12171375,21.88
9827526,7729168,7159,2505650,10234818,32.42
9827527,3123427,1728,604800,3728227,19.36
9827528,9988636,6993,2447550,12436186,24.50
9827529,9973321,6983,2444050,12417371,24.51
9827530,9969571,5626,1969100,11938671,19.75
9827531,9983067,1260,441000,10424067,4.42
9827532,9985725,5247,1836450,11822175,18.39
9827533,9992856,6085,2129750,12122606,21.31
9827534,9993027,7981,2793350,12786377,27.95
9827535,9988463,6269,2194150,12182613,21.97
9827536,9984679,4819,1686650,11671329,16.89
9827537,9979945,5610,1963500,11943445,19.67
9827538,9993983,3765,1317750,11311733,13.19
9827539,2784037,2841,994350,3778387,35.72
9827540,9991774,7819,2736650,12728424,27.39
9827541,9972752,7706,2697100,12669852,27.04
9827542,749082,639,223650,972732,29.86
9827543,171095,82,28700,199795,16.77
9827544,9955634,5528,1934800,11890434,19.43
9827545,9975223,6346,2221100,12196323,22.27
9827546,9978017,2406,842100,10820117,8.44
9827547,9983889,3560,1246000,11229889,12.48
9827548,9965988,6553,2293550,12259538,23.01
9827549,9984968,3152,1103200,11088168,11.05
9827550,9967332,1232,431200,10398532,4.33
9827551,9979653,2104,736400,10716053,7.38
9827552,9938445,4446,1556100,11494545,15.66
9827553,9966696,5069,1774150,11740846,17.80
